time,conversion,size_x,size_y,run_id,rng_seed
0.9028359603586621,0.0,10,10,size_10x10_run_001_seed_123,123
4.02542615709342,0.0,10,10,size_10x10_run_001_seed_123,123
5.946670900990695,0.0,10,10,size_10x10_run_001_seed_123,123
7.011745929385146,0.04997501249375312,10,10,size_10x10_run_001_seed_123,123
7.238235817889438,0.0999000999000999,10,10,size_10x10_run_001_seed_123,123
8.344783003406393,0.14977533699450823,10,10,size_10x10_run_001_seed_123,123
9.452482178926541,0.14977533699450823,10,10,size_10x10_run_001_seed_123,123
9.823929803451737,0.14977533699450823,10,10,size_10x10_run_001_seed_123,123
10.200644700372324,0.19960079840319359,10,10,size_10x10_run_001_seed_123,123
10.303417039063147,0.19960079840319359,10,10,size_10x10_run_001_seed_123,123
10.421937228149776,0.19960079840319359,10,10,size_10x10_run_001_seed_123,123
10.877550603507668,0.24937655860349126,10,10,size_10x10_run_001_seed_123,123
11.081264596825925,0.24937655860349126,10,10,size_10x10_run_001_seed_123,123
11.502552427926537,0.24937655860349126,10,10,size_10x10_run_001_seed_123,123
11.744494472307787,0.29910269192422734,10,10,size_10x10_run_001_seed_123,123
13.732723600546038,0.3487792725460887,10,10,size_10x10_run_001_seed_123,123
14.026702862013801,0.398406374501992,10,10,size_10x10_run_001_seed_123,123
14.099123097254393,0.44798407167745147,10,10,size_10x10_run_001_seed_123,123
14.295854682974857,0.4975124378109453,10,10,size_10x10_run_001_seed_123,123
14.557379684039885,0.5469915464942815,10,10,size_10x10_run_001_seed_123,123
14.844923932132504,0.5964214711729622,10,10,size_10x10_run_001_seed_123,123
15.033980570229689,0.5964214711729622,10,10,size_10x10_run_001_seed_123,123
15.102137863761028,0.6458022851465475,10,10,size_10x10_run_001_seed_123,123
15.266947887313822,0.6458022851465475,10,10,size_10x10_run_001_seed_123,123
15.358743477732219,0.6951340615690168,10,10,size_10x10_run_001_seed_123,123
15.36527935747448,0.7444168734491315,10,10,size_10x10_run_001_seed_123,123
15.505037027352682,0.7936507936507936,10,10,size_10x10_run_001_seed_123,123
15.559427263213232,0.842835894893406,10,10,size_10x10_run_001_seed_123,123
15.66972322384289,0.8919722497522299,10,10,size_10x10_run_001_seed_123,123
15.891005865976572,0.8919722497522299,10,10,size_10x10_run_001_seed_123,123
15.908832208556325,0.8919722497522299,10,10,size_10x10_run_001_seed_123,123
15.96174677732256,0.9410599306587419,10,10,size_10x10_run_001_seed_123,123
16.006148842166734,0.9410599306587419,10,10,size_10x10_run_001_seed_123,123
16.11215409640154,0.9900990099009901,10,10,size_10x10_run_001_seed_123,123
16.195737642078516,1.0390895596239487,10,10,size_10x10_run_001_seed_123,123
16.28742265006787,1.0880316518298714,10,10,size_10x10_run_001_seed_123,123
16.31644724682021,1.1369253583786456,10,10,size_10x10_run_001_seed_123,123
16.374427066829956,1.185770750988142,10,10,size_10x10_run_001_seed_123,123
16.503147871421287,1.2345679012345678,10,10,size_10x10_run_001_seed_123,123
16.617391797853276,1.2833168805528135,10,10,size_10x10_run_001_seed_123,123
16.87057427659147,1.332017760236803,10,10,size_10x10_run_001_seed_123,123
16.87705447527317,1.332017760236803,10,10,size_10x10_run_001_seed_123,123
16.981709593238495,1.3806706114398422,10,10,size_10x10_run_001_seed_123,123
16.9876891550517,1.429275505174963,10,10,size_10x10_run_001_seed_123,123
17.050171749943015,1.429275505174963,10,10,size_10x10_run_001_seed_123,123
17.108308551238252,1.477832512315271,10,10,size_10x10_run_001_seed_123,123
17.14174273403636,1.5263417035942886,10,10,size_10x10_run_001_seed_123,123
17.144181039667398,1.574803149606299,10,10,size_10x10_run_001_seed_123,123
17.19808116591271,1.6232169208066896,10,10,size_10x10_run_001_seed_123,123
17.210134239702775,1.671583087512291,10,10,size_10x10_run_001_seed_123,123
17.24826105759809,1.71990171990172,10,10,size_10x10_run_001_seed_123,123
17.2824872864139,1.768172888015717,10,10,size_10x10_run_001_seed_123,123
17.316596057033365,1.8163966617574867,10,10,size_10x10_run_001_seed_123,123
17.318320794929164,1.8645731108930326,10,10,size_10x10_run_001_seed_123,123
17.34515984237272,1.9127023050514957,10,10,size_10x10_run_001_seed_123,123
17.40341548783046,1.9607843137254901,10,10,size_10x10_run_001_seed_123,123
17.443491425039767,2.0088192062714354,10,10,size_10x10_run_001_seed_123,123
